,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour,index_right,dis
1079,1145,-0.159947,51.547487,POINT (527685.7888050803 184781.3617337747),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,10,10,1048.0,2.4256421501481413
1080,1146,-0.170354,51.555554,POINT (526941.784037263 185660.3511535517),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,9 unknown,1 road-dry,0 none,0 none,2016,9,13,1524.0,16.79567143374139
1081,1147,-0.140625,51.548792,POINT (529021.7803447332 184960.3599114776),3 slight,1,Monday,2 one-way st,1 <= 20 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),1 daylight,2 raining,2 road-wet,0 none,0 none,2017,11,11,583.0,3.2826655866597094
1082,1148,-0.159619,51.543822,POINT (527718.784337483 184374.3692695149),2 serious,1,Sunday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,10,21,988.0,3.4950514199009364
1083,1149,-0.117127,51.52054,POINT (530731.8064485362 181860.3070072587),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,1,13,185.0,4.983782076296327
1084,1150,-0.17599,51.551685,POINT (526561.81244378 185220.3410055373),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,8,17,1188.0,5.198752187972474
1086,1152,-0.120422,51.517535,POINT (530511.7985261159 181520.2636939219),3 slight,1,Wednesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,11,23,201.0,10.765960809958896
1087,1153,-0.125046,51.524264,POINT (530171.8130999072 182260.3228761576),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,15,290.0,18.859015363326595
1088,1156,-0.187504,51.540002,POINT (525795.7566212351 183901.2911064293),3 slight,1,Saturday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2019,7,19,1638.0,19.23628561842193
1091,1159,-0.126327,51.545022,POINT (530023.8326263319 184566.4164193121),2 serious,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,4,19,28.0,3.245227223392668
1093,1161,-0.128088,51.524609,POINT (529959.8093806495 182293.2852835601),3 slight,1,Wednesday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,13,292.0,15.588037581971719
1094,1163,-0.151721,51.552582,POINT (528241.8177908947 185362.3276637269),3 slight,2,Friday,7 slip rd,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,4,940.0,6.5039875142054475
1098,1167,-0.127015,51.514943,POINT (530061.7549575972 181220.2958399145),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,1,13,310.0,15.578264620110248
1100,1170,-0.129545,51.516512,POINT (529881.7544496474 181390.2845269713),3 slight,3,Monday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,14,332.0,4.060436225116861
1103,1173,-0.138686,51.529157,POINT (529211.7699245339 182780.2862384505),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,2,18,860.0,8.055857838332239
1104,1174,-0.162566,51.543697,POINT (527514.7881221179 184355.3318858166),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,9 unknown (s/r),5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,12,7,1042.0,10.361901418218595
1107,1177,-0.122474,51.52407,POINT (530350.785133553 182243.324331197),3 slight,1,Tuesday,1 roundabout,1 <= 20 mph,1 roundabout,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2018,12,16,204.0,11.848564954930204
1109,1179,-0.125338,51.517164,POINT (530171.7844700584 181470.2582360597),2 serious,1,Wednesday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,2 road-wet,0 none,0 none,2017,12,14,221.0,6.062468420510728
1113,1183,-0.132904,51.550648,POINT (529551.827093996 185180.3907578991),2 serious,1,Saturday,2 one-way st,1 <= 20 mph,7 multi jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,11,22,1837.0,5.812752513145163
1114,1184,-0.126281,51.517017,POINT (530106.7773477766 181452.2356835802),3 slight,1,Saturday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,13,219.0,2.548167877184876
1115,1186,-0.134782,51.550588,POINT (529421.7964251571 185170.3966696821),3 slight,2,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,11,9,456.0,19.619501843453033
1116,1187,-0.13483,51.537432,POINT (529455.7711947579 183707.3100869507),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,3 t/stag jun,3 stop sign,1 zebra,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,6,17,519.0,3.3886979326383306
1117,1188,-0.151369,51.543476,POINT (528291.8123532333 184350.3166620611),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,2 other object in cwy,2017,3,17,956.0,5.844569348540458
1118,1189,-0.196184,51.556431,POINT (525148.7792271106 185713.402217756),3 slight,1,Tuesday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,14,1561.0,9.756792085040942
1119,1190,-0.135632,51.519217,POINT (529451.7661299751 181680.313582513),2 serious,1,Wednesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,10,10,797.0,19.62844811373425
1120,1191,-0.130583,51.547796,POINT (529720.8464273977 184867.3464966471),3 slight,5,Wednesday,3 dual cwy,5 60 mph,6 crossroads,2 auto sig,1 zebra,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,10,12,406.0,5.272726413254441
1122,1193,-0.138711,51.528528,POINT (529211.8152467415 182710.2948469074),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,6,16,859.0,5.097133611430968
1124,1195,-0.191463,51.554353,POINT (525481.7586551612 185490.3995828598),2 serious,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,1 vehicle load in cwy,2017,10,15,1762.0,7.8862990548091165
1126,1198,-0.173495,51.544137,POINT (526755.7453894152 184385.2838721179),3 slight,1,Monday,6 single cwy,2 30 mph,99 unknown (s/r),9 unknown (s/r),0 no xing facility in 50m,1 daylight,8 other,1 road-dry,0 none,0 none,2019,8,14,1205.0,13.713105736979509
1128,1200,-0.113839,51.521278,POINT (530957.7964848322 181948.2496939669),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,9 unknown (s/r),1 daylight,1 fine,1 road-dry,0 none,9 unknown (s/r),2019,6,15,1878.0,18.702161059228267
1129,1202,-0.153892,51.567373,POINT (528049.7905565809 187003.3552182445),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2019,4,9,2143.0,1.0972594818441805
1130,1203,-0.13663,51.52301,POINT (529371.7866961224 182100.3459588652),2 serious,1,Thursday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,7 fog/mist,1 road-dry,0 none,0 none,2018,5,2,818.0,2.4092404226462016
1135,1209,-0.141453,51.539093,POINT (528991.7759807215 183880.3310620402),3 slight,1,Sunday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,2 dark,8 other,2 road-wet,0 none,0 none,2017,7,0,642.0,3.8860775535638936
1136,1210,-0.122261,51.518374,POINT (530381.8150821413 181610.2879196123),3 slight,1,Wednesday,2 one-way st,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,2 other object in cwy,2017,2,19,203.0,9.954162983907175
1141,1215,-0.141925,51.538111,POINT (528961.817684136 183770.2971382013),3 slight,1,Friday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,1,15,639.0,5.524087466444783
1142,1216,-0.133192,51.550652,POINT (529531.8488455088 185180.3259392345),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2016,1,17,382.0,9.148776905313024
1146,1220,-0.196664,51.554163,POINT (525121.7233904951 185460.3683058623),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,9,1586.0,5.314286909010255
1148,1222,-0.118586,51.520114,POINT (530631.8060995003 181810.3308598538),3 slight,1,Monday,3 dual cwy,1 <= 20 mph,3 t/stag jun,1 auth person,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2017,11,16,1830.0,5.293624998168292
1149,1223,-0.125996,51.529225,POINT (530091.7823280032 182810.3163179667),3 slight,1,Wednesday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2016,12,23,48.0,17.860224068154412
1150,1224,-0.150838,51.545896,POINT (528321.8293772622 184620.3618717074),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,8,9,718.0,7.719379445990048
1152,1226,-0.191506,51.54599,POINT (525501.7712210547 184560.3180691155),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,1,17,1687.0,19.493786076074937
1153,1227,-0.126291,51.52905,POINT (530071.8188962466 182790.331613543),3 slight,2,Monday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,9,44.0,10.316271498631343
1156,1231,-0.149085,51.542901,POINT (528451.8040675796 184290.3788833264),3 slight,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,6 ped in cwy (not inj),2015,4,13,676.0,6.009764664190277
1162,1238,-0.135639,51.550781,POINT (529361.8339025122 185190.3443308712),2 serious,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,10,14,460.0,10.187219450744404
1163,1239,-0.151073,51.536547,POINT (528331.8113959928 183580.3007406056),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,17,1036.0,16.745492627358182
1164,1240,-0.141552,51.547278,POINT (528961.7867793882 184790.3632427266),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2015,10,22,569.0,3.720890386902169
1167,1243,-0.125862,51.517047,POINT (530135.7623745929 181456.3162134371),2 serious,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,12,13,220.0,2.202679523691669
1168,1244,-0.166279,51.551435,POINT (527235.756123435 185209.373185164),2 serious,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,9,13,1121.0,1.793947925540196
1169,1246,-0.118973,51.528213,POINT (530581.8048055349 182710.2784156399),3 slight,1,Monday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,4 pelican or similar,2 dark,1 fine,2 road-wet,0 none,0 none,2018,2,17,14.0,10.370101175363027
1170,1247,-0.137727,51.534987,POINT (529261.7863474335 183430.2980698713),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,4 roadworks,2 other object in cwy,2018,6,3,490.0,11.764698096003174
1177,1256,-0.172614,51.547037,POINT (526808.7775335066 184709.3031599096),2 serious,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,6,20,1167.0,8.727025327814708
1178,1257,-0.139866,51.556783,POINT (529051.8043372293 185850.3319421149),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,9 unknown (s/r),2 dark,1 fine,1 road-dry,0 none,0 none,2017,12,19,1466.0,1.4094183227640278
1180,1259,-0.183111,51.550357,POINT (526071.7936466021 185060.3739052064),3 slight,3,Sunday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,4 roadworks,0 none,2018,8,15,1636.0,9.263620823442857
1181,1261,-0.117638,51.520386,POINT (530696.7962799852 181842.2696058949),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,12,9,186.0,3.268282997948669
1182,1262,-0.127318,51.528617,POINT (530001.8162351672 182740.3566321019),2 serious,1,Sunday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,10,42.0,15.272313138949546
1187,1268,-0.125883,51.522838,POINT (530117.8123065932 182100.2589813855),3 slight,1,Monday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,4 fine/high winds,1 road-dry,0 none,0 none,2018,2,20,274.0,7.534317050044785
1188,1269,-0.12621,51.516998,POINT (530111.7574708896 181450.2489475149),3 slight,1,Tuesday,9 unknown,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,9 unknown,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2018,2,15,219.0,3.7657087448898667
1190,1271,-0.124365,51.529954,POINT (530202.8335787019 182894.2826873648),3 slight,1,Friday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,4,15,47.0,16.0471650806933
1192,1274,-0.194977,51.553409,POINT (525240.7433604799 185379.404364248),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,10,10,1765.0,10.477541529226352
1193,1275,-0.125999,51.529135,POINT (530091.8305840723 182800.3026494205),3 slight,1,Wednesday,3 dual cwy,4 50 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,3,9,44.0,15.408733164780358
1196,1279,-0.132196,51.518649,POINT (529691.7587905611 181623.2288469605),3 slight,1,Sunday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,6,15,761.0,10.977733694074908
1199,1282,-0.138046,51.541287,POINT (529221.8318585525 184130.3207369795),3 slight,1,Monday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,2,9,473.0,8.174436183369293
1201,1284,-0.152478,51.537469,POINT (528231.7838413707 183680.3695138289),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,2 raining,2 road-wet,0 none,0 none,2017,1,17,1037.0,15.546334587102555
1202,1286,-0.147498,51.542561,POINT (528562.806368914 184255.3549557446),3 slight,1,Monday,9 unknown,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2018,9,20,678.0,12.012309404708564
1204,1289,-0.136073,51.539116,POINT (529364.7983575363 183892.3807569573),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2019,7,0,421.0,5.466687220169551
1206,1291,-0.149439,51.555496,POINT (528391.8225812482 185690.3777932144),3 slight,1,Saturday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,11,19,1540.0,17.069257366731904
1207,1292,-0.121152,51.519067,POINT (530456.7771689417 181689.3268509169),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2019,11,20,258.0,10.93554670817414
1209,1294,-0.172253,51.540566,POINT (526851.7870910219 183990.3230906958),3 slight,3,Saturday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,9,1144.0,12.48340134413246
1212,1297,-0.142598,51.539291,POINT (528911.8144542889 183900.3328936408),3 slight,1,Saturday,2 one-way st,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,12,2,605.0,14.054442107674035
1215,1301,-0.207898,51.554605,POINT (524341.7247578037 185490.3799108336),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,12,1587.0,13.274870331599297
1216,1302,-0.130539,51.527409,POINT (529781.8303851192 182600.3090508089),3 slight,1,Monday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,2 raining,2 road-wet,0 none,0 none,2019,10,8,313.0,7.864571316983292
1219,1305,-0.119854,51.516627,POINT (530553.8004745883 181420.3032819019),3 slight,2,Monday,3 dual cwy,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2018,12,17,197.0,3.6948964142303025
1221,1308,-0.137872,51.524378,POINT (529281.7558009755 182250.2794715667),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,3 t/stag jun,9 unknown (s/r),5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,9,17,834.0,15.073778048833082
1222,1309,-0.11829,51.523796,POINT (530641.8119969849 182220.3102864125),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,2 raining,2 road-wet,0 none,0 none,2016,7,14,173.0,5.100043822391816
1223,1310,-0.151159,51.537987,POINT (528321.8003666607 183740.2841502427),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,11,960.0,11.019706138088978
1227,1314,-0.137704,51.521408,POINT (529301.815556756 181920.3007071931),3 slight,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,4,17,842.0,6.851337411329749
1229,1316,-0.178982,51.540716,POINT (526384.7479527172 183995.3670964825),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,2,22,1223.0,0.9797959632677344
1231,1319,-0.168062,51.53792,POINT (527149.7809054229 183703.3452469771),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,17,1159.0,0.6904375096306142
1234,1322,-0.13179,51.517987,POINT (529721.8057448992 181550.331058735),2 serious,1,Saturday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,12,755.0,19.42653032889081
1238,1327,-0.141212,51.548532,POINT (528981.8169593517 184930.4124193261),3 slight,2,Wednesday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,5 pedn phase at ats,2 dark,1 fine,2 road-wet,0 none,0 none,2017,12,20,580.0,8.664248931615244
1239,1328,-0.124658,51.516164,POINT (530221.8128955801 181360.2635277291),3 slight,1,Tuesday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,8 central refuge,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,4,18,237.0,15.598859138552706
1241,1330,-0.12553,51.515998,POINT (530161.7847407876 181340.2536686382),3 slight,1,Monday,9 unknown,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,4 fine/high winds,9 unknown (s/r),0 none,9 unknown (s/r),2017,8,11,239.0,4.779898802156066
1244,1334,-0.148731,51.558722,POINT (528431.8222756039 186050.3657603613),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,3,18,1371.0,2.7595933836531206
1245,1335,-0.126789,51.516918,POINT (530071.8138166904 181440.3242072294),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,18,335.0,8.912737482815324
